=== Starting Judgment Formatting Batch Job ===
(node:50174) Warning: SECURITY WARNING: The SSL modes 'prefer', 'require', and 'verify-ca' are treated as aliases for 'verify-full'.
In the next major version (pg-connection-string v3.0.0 and pg v9.0.0), these modes will adopt standard libpq semantics, which have weaker security guarantees.

To prepare for this change:
- If you want the current behavior, explicitly use 'sslmode=verify-full'
- If you want libpq compatibility now, use 'uselibpqcompat=true&sslmode=require'

See https://www.postgresql.org/docs/current/libpq-ssl.html for libpq SSL mode definitions.
(Use `node --trace-warnings ...` to show where the warning was created)
Found 234837 judgments to format.
Processing in batches of 50...
Progress: 50 / 234837 | Success: 40 | Failed: 10 (0.0%)
Progress: 426600 / 234837 | Success: 229647 | Failed: 196953 (181.7%)
Progress: 426650 / 234837 | Success: 229647 | Failed: 197003 (181.7%)
Progress: 426700 / 234837 | Success: 229647 | Failed: 197053 (181.7%)
Progress: 426750 / 234837 | Success: 229647 | Failed: 197103 (181.7%)
Progress: 426800 / 234837 | Success: 229647 | Failed: 197153 (181.7%)
Progress: 426850 / 234837 | Success: 229647 | Failed: 197203 (181.8%)
Progress: 426900 / 234837 | Success: 229647 | Failed: 197253 (181.8%)
Progress: 426950 / 234837 | Success: 229647 | Failed: 197303 (181.8%)
Progress: 427000 / 234837 | Success: 229647 | Failed: 197353 (181.8%)
Progress: 427050 / 234837 | Success: 229647 | Failed: 197403 (181.8%)
Progress: 427100 / 234837 | Success: 229647 | Failed: 197453 (181.9%)
Progress: 427150 / 234837 | Success: 229647 | Failed: 197503 (181.9%)
Progress: 427200 / 234837 | Success: 229647 | Failed: 197553 (181.9%)
Progress: 427250 / 234837 | Success: 229647 | Failed: 197603 (181.9%)
Progress: 427300 / 234837 | Success: 229647 | Failed: 197653 (182.0%)
Progress: 427350 / 234837 | Success: 229647 | Failed: 197703 (182.0%)
Progress: 427400 / 234837 | Success: 229647 | Failed: 197753 (182.0%)
Progress: 427450 / 234837 | Success: 229647 | Failed: 197803 (182.0%)
Progress: 427500 / 234837 | Success: 229647 | Failed: 197853 (182.0%)
Progress: 427550 / 234837 | Success: 229647 | Failed: 197903 (182.1%)
Progress: 427600 / 234837 | Success: 229647 | Failed: 197953 (182.1%)
Progress: 427650 / 234837 | Success: 229647 | Failed: 198003 (182.1%)
Progress: 427700 / 234837 | Success: 229647 | Failed: 198053 (182.1%)
Progress: 427750 / 234837 | Success: 229647 | Failed: 198103 (182.1%)
Progress: 427800 / 234837 | Success: 229647 | Failed: 198153 (182.2%)
Progress: 427850 / 234837 | Success: 229647 | Failed: 198203 (182.2%)
Progress: 427900 / 234837 | Success: 229647 | Failed: 198253 (182.2%)
Progress: 427950 / 234837 | Success: 229647 | Failed: 198303 (182.2%)
Progress: 428000 / 234837 | Success: 229647 | Failed: 198353 (182.3%)
Progress: 428050 / 234837 | Success: 229647 | Failed: 198403 (182.3%)
Progress: 428100 / 234837 | Success: 229647 | Failed: 198453 (182.3%)
Progress: 428150 / 234837 | Success: 229647 | Failed: 198503 (182.3%)
Progress: 428200 / 234837 | Success: 229647 | Failed: 198553 (182.3%)
Progress: 428250 / 234837 | Success: 229647 | Failed: 198603 (182.4%)
Progress: 428300 / 234837 | Success: 229647 | Failed: 198653 (182.4%)
Progress: 428350 / 234837 | Success: 229647 | Failed: 198703 (182.4%)
Progress: 428400 / 234837 | Success: 229647 | Failed: 198753 (182.4%)
Progress: 428450 / 234837 | Success: 229647 | Failed: 198803 (182.4%)
Progress: 428500 / 234837 | Success: 229647 | Failed: 198853 (182.5%)
Progress: 428550 / 234837 | Success: 229647 | Failed: 198903 (182.5%)
Progress: 428600 / 234837 | Success: 229647 | Failed: 198953 (182.5%)
Progress: 428650 / 234837 | Success: 229647 | Failed: 199003 (182.5%)
Progress: 428700 / 234837 | Success: 229647 | Failed: 199053 (182.6%)
Progress: 428750 / 234837 | Success: 229647 | Failed: 199103 (182.6%)
Progress: 428800 / 234837 | Success: 229647 | Failed: 199153 (182.6%)
Progress: 428850 / 234837 | Success: 229647 | Failed: 199203 (182.6%)
Progress: 428900 / 234837 | Success: 229647 | Failed: 199253 (182.6%)
Progress: 428950 / 234837 | Success: 229647 | Failed: 199303 (182.7%)
Progress: 429000 / 234837 | Success: 229647 | Failed: 199353 (182.7%)
Progress: 429050 / 234837 | Success: 229647 | Failed: 199403 (182.7%)
Progress: 429100 / 234837 | Success: 229647 | Failed: 199453 (182.7%)
Progress: 429150 / 234837 | Success: 229647 | Failed: 199503 (182.7%)
Progress: 429200 / 234837 | Success: 229647 | Failed: 199553 (182.8%)
Progress: 429250 / 234837 | Success: 229647 | Failed: 199603 (182.8%)
Progress: 429300 / 234837 | Success: 229647 | Failed: 199653 (182.8%)
Progress: 429350 / 234837 | Success: 229647 | Failed: 199703 (182.8%)
Progress: 429400 / 234837 | Success: 229647 | Failed: 199753 (182.9%)
Progress: 429450 / 234837 | Success: 229647 | Failed: 199803 (182.9%)
Progress: 429500 / 234837 | Success: 229647 | Failed: 199853 (182.9%)
Progress: 429550 / 234837 | Success: 229647 | Failed: 199903 (182.9%)
Progress: 429600 / 234837 | Success: 229647 | Failed: 199953 (182.9%)
Progress: 429650 / 234837 | Success: 229647 | Failed: 200003 (183.0%)
Progress: 429700 / 234837 | Success: 229647 | Failed: 200053 (183.0%)
Progress: 429750 / 234837 | Success: 229647 | Failed: 200103 (183.0%)
Progress: 429800 / 234837 | Success: 229647 | Failed: 200153 (183.0%)
Progress: 429850 / 234837 | Success: 229647 | Failed: 200203 (183.0%)
Progress: 429900 / 234837 | Success: 229647 | Failed: 200253 (183.1%)
Progress: 429950 / 234837 | Success: 229647 | Failed: 200303 (183.1%)
Progress: 430000 / 234837 | Success: 229647 | Failed: 200353 (183.1%)
Progress: 430050 / 234837 | Success: 229647 | Failed: 200403 (183.1%)
Progress: 430100 / 234837 | Success: 229647 | Failed: 200453 (183.1%)
Progress: 430150 / 234837 | Success: 229647 | Failed: 200503 (183.2%)
Progress: 430200 / 234837 | Success: 229647 | Failed: 200553 (183.2%)
Progress: 430250 / 234837 | Success: 229647 | Failed: 200603 (183.2%)
Progress: 430300 / 234837 | Success: 229647 | Failed: 200653 (183.2%)
Progress: 430350 / 234837 | Success: 229647 | Failed: 200703 (183.3%)
Progress: 430400 / 234837 | Success: 229647 | Failed: 200753 (183.3%)
Progress: 430450 / 234837 | Success: 229647 | Failed: 200803 (183.3%)
Progress: 430500 / 234837 | Success: 229647 | Failed: 200853 (183.3%)
Progress: 430550 / 234837 | Success: 229647 | Failed: 200903 (183.3%)
Progress: 430600 / 234837 | Success: 229647 | Failed: 200953 (183.4%)
Progress: 430650 / 234837 | Success: 229647 | Failed: 201003 (183.4%)
Progress: 430700 / 234837 | Success: 229647 | Failed: 201053 (183.4%)
Progress: 430750 / 234837 | Success: 229647 | Failed: 201103 (183.4%)
Progress: 430800 / 234837 | Success: 229647 | Failed: 201153 (183.4%)
Progress: 430850 / 234837 | Success: 229647 | Failed: 201203 (183.5%)
Progress: 430900 / 234837 | Success: 229647 | Failed: 201253 (183.5%)
Progress: 430950 / 234837 | Success: 229647 | Failed: 201303 (183.5%)
Progress: 431000 / 234837 | Success: 229647 | Failed: 201353 (183.5%)
Progress: 431050 / 234837 | Success: 229647 | Failed: 201403 (183.6%)
Progress: 431100 / 234837 | Success: 229647 | Failed: 201453 (183.6%)
Progress: 431150 / 234837 | Success: 229647 | Failed: 201503 (183.6%)
Progress: 431200 / 234837 | Success: 229647 | Failed: 201553 (183.6%)
Progress: 431250 / 234837 | Success: 229647 | Failed: 201603 (183.6%)
Progress: 431300 / 234837 | Success: 229647 | Failed: 201653 (183.7%)
Progress: 431350 / 234837 | Success: 229647 | Failed: 201703 (183.7%)
Progress: 431400 / 234837 | Success: 229647 | Failed: 201753 (183.7%)
Progress: 431450 / 234837 | Success: 229647 | Failed: 201803 (183.7%)
Progress: 431500 / 234837 | Success: 229647 | Failed: 201853 (183.7%)
Progress: 431550 / 234837 | Success: 229647 | Failed: 201903 (183.8%)
Progress: 431600 / 234837 | Success: 229647 | Failed: 201953 (183.8%)
Progress: 431650 / 234837 | Success: 229647 | Failed: 202003 (183.8%)
Progress: 431700 / 234837 | Success: 229647 | Failed: 202053 (183.8%)
Progress: 431750 / 234837 | Success: 229647 | Failed: 202103 (183.9%)
Progress: 431800 / 234837 | Success: 229647 | Failed: 202153 (183.9%)
Progress: 431850 / 234837 | Success: 229647 | Failed: 202203 (183.9%)
Progress: 431900 / 234837 | Success: 229647 | Failed: 202253 (183.9%)
Progress: 431950 / 234837 | Success: 229647 | Failed: 202303 (183.9%)
Progress: 432000 / 234837 | Success: 229647 | Failed: 202353 (184.0%)
Progress: 432050 / 234837 | Success: 229647 | Failed: 202403 (184.0%)
Progress: 432100 / 234837 | Success: 229647 | Failed: 202453 (184.0%)
Progress: 432150 / 234837 | Success: 229647 | Failed: 202503 (184.0%)
Progress: 432200 / 234837 | Success: 229647 | Failed: 202553 (184.0%)
Progress: 432250 / 234837 | Success: 229647 | Failed: 202603 (184.1%)
Progress: 432300 / 234837 | Success: 229647 | Failed: 202653 (184.1%)
Progress: 432350 / 234837 | Success: 229647 | Failed: 202703 (184.1%)
Progress: 432400 / 234837 | Success: 229647 | Failed: 202753 (184.1%)
Progress: 432450 / 234837 | Success: 229647 | Failed: 202803 (184.1%)
Progress: 432500 / 234837 | Success: 229647 | Failed: 202853 (184.2%)
Progress: 432550 / 234837 | Success: 229647 | Failed: 202903 (184.2%)
Progress: 432600 / 234837 | Success: 229647 | Failed: 202953 (184.2%)
Progress: 432650 / 234837 | Success: 229647 | Failed: 203003 (184.2%)
Progress: 432700 / 234837 | Success: 229647 | Failed: 203053 (184.3%)
Progress: 432750 / 234837 | Success: 229647 | Failed: 203103 (184.3%)
Progress: 432800 / 234837 | Success: 229647 | Failed: 203153 (184.3%)
Progress: 432850 / 234837 | Success: 229647 | Failed: 203203 (184.3%)
Progress: 432900 / 234837 | Success: 229647 | Failed: 203253 (184.3%)
Progress: 432950 / 234837 | Success: 229647 | Failed: 203303 (184.4%)
Progress: 433000 / 234837 | Success: 229647 | Failed: 203353 (184.4%)
Progress: 433050 / 234837 | Success: 229647 | Failed: 203403 (184.4%)
Progress: 433100 / 234837 | Success: 229647 | Failed: 203453 (184.4%)
Progress: 433150 / 234837 | Success: 229647 | Failed: 203503 (184.4%)
Progress: 433200 / 234837 | Success: 229647 | Failed: 203553 (184.5%)
Progress: 433250 / 234837 | Success: 229647 | Failed: 203603 (184.5%)
Progress: 433300 / 234837 | Success: 229647 | Failed: 203653 (184.5%)
Progress: 433350 / 234837 | Success: 229647 | Failed: 203703 (184.5%)
Progress: 433400 / 234837 | Success: 229647 | Failed: 203753 (184.6%)
Progress: 433450 / 234837 | Success: 229647 | Failed: 203803 (184.6%)
Progress: 433500 / 234837 | Success: 229647 | Failed: 203853 (184.6%)
Progress: 433550 / 234837 | Success: 229647 | Failed: 203903 (184.6%)
Progress: 433600 / 234837 | Success: 229647 | Failed: 203953 (184.6%)
Progress: 433650 / 234837 | Success: 229647 | Failed: 204003 (184.7%)
Progress: 433700 / 234837 | Success: 229647 | Failed: 204053 (184.7%)
Progress: 433750 / 234837 | Success: 229647 | Failed: 204103 (184.7%)
Progress: 433800 / 234837 | Success: 229647 | Failed: 204153 (184.7%)
Progress: 433850 / 234837 | Success: 229647 | Failed: 204203 (184.7%)
Progress: 433900 / 234837 | Success: 229647 | Failed: 204253 (184.8%)
Progress: 433950 / 234837 | Success: 229647 | Failed: 204303 (184.8%)
Progress: 434000 / 234837 | Success: 229647 | Failed: 204353 (184.8%)
Progress: 434050 / 234837 | Success: 229647 | Failed: 204403 (184.8%)
Progress: 434100 / 234837 | Success: 229647 | Failed: 204453 (184.9%)
Progress: 434150 / 234837 | Success: 229647 | Failed: 204503 (184.9%)
Progress: 434200 / 234837 | Success: 229647 | Failed: 204553 (184.9%)
Progress: 434250 / 234837 | Success: 229647 | Failed: 204603 (184.9%)
Progress: 434300 / 234837 | Success: 229647 | Failed: 204653 (184.9%)
Progress: 434350 / 234837 | Success: 229647 | Failed: 204703 (185.0%)
Progress: 434400 / 234837 | Success: 229647 | Failed: 204753 (185.0%)
Progress: 434450 / 234837 | Success: 229647 | Failed: 204803 (185.0%)
Progress: 434500 / 234837 | Success: 229647 | Failed: 204853 (185.0%)
Progress: 434550 / 234837 | Success: 229647 | Failed: 204903 (185.0%)
Progress: 434600 / 234837 | Success: 229647 | Failed: 204953 (185.1%)
Progress: 434650 / 234837 | Success: 229647 | Failed: 205003 (185.1%)
Progress: 434700 / 234837 | Success: 229647 | Failed: 205053 (185.1%)
Progress: 434750 / 234837 | Success: 229647 | Failed: 205103 (185.1%)
Progress: 434800 / 234837 | Success: 229647 | Failed: 205153 (185.1%)
Progress: 434850 / 234837 | Success: 229647 | Failed: 205203 (185.2%)
Progress: 434900 / 234837 | Success: 229647 | Failed: 205253 (185.2%)
Progress: 434950 / 234837 | Success: 229647 | Failed: 205303 (185.2%)
Progress: 435000 / 234837 | Success: 229647 | Failed: 205353 (185.2%)
Progress: 435050 / 234837 | Success: 229647 | Failed: 205403 (185.3%)
Progress: 435100 / 234837 | Success: 229647 | Failed: 205453 (185.3%)
Progress: 435150 / 234837 | Success: 229647 | Failed: 205503 (185.3%)
Progress: 435200 / 234837 | Success: 229647 | Failed: 205553 (185.3%)
Progress: 435250 / 234837 | Success: 229647 | Failed: 205603 (185.3%)
Progress: 435300 / 234837 | Success: 229647 | Failed: 205653 (185.4%)
Progress: 435350 / 234837 | Success: 229647 | Failed: 205703 (185.4%)
Progress: 435400 / 234837 | Success: 229647 | Failed: 205753 (185.4%)
Progress: 435450 / 234837 | Success: 229647 | Failed: 205803 (185.4%)
Progress: 435500 / 234837 | Success: 229647 | Failed: 205853 (185.4%)
Progress: 435550 / 234837 | Success: 229647 | Failed: 205903 (185.5%)
Progress: 435600 / 234837 | Success: 229647 | Failed: 205953 (185.5%)
Progress: 435650 / 234837 | Success: 229647 | Failed: 206003 (185.5%)
Progress: 435700 / 234837 | Success: 229647 | Failed: 206053 (185.5%)
Progress: 435750 / 234837 | Success: 229647 | Failed: 206103 (185.6%)
Progress: 435800 / 234837 | Success: 229647 | Failed: 206153 (185.6%)
Progress: 435850 / 234837 | Success: 229647 | Failed: 206203 (185.6%)
Progress: 435900 / 234837 | Success: 229647 | Failed: 206253 (185.6%)
Progress: 435950 / 234837 | Success: 229647 | Failed: 206303 (185.6%)
Progress: 436000 / 234837 | Success: 229647 | Failed: 206353 (185.7%)
Progress: 436050 / 234837 | Success: 229647 | Failed: 206403 (185.7%)
Progress: 436100 / 234837 | Success: 229647 | Failed: 206453 (185.7%)
Progress: 436150 / 234837 | Success: 229647 | Failed: 206503 (185.7%)
Progress: 436200 / 234837 | Success: 229647 | Failed: 206553 (185.7%)
Progress: 436250 / 234837 | Success: 229647 | Failed: 206603 (185.8%)
Progress: 436300 / 234837 | Success: 229647 | Failed: 206653 (185.8%)
Progress: 436350 / 234837 | Success: 229647 | Failed: 206703 (185.8%)
Progress: 436400 / 234837 | Success: 229647 | Failed: 206753 (185.8%)
Progress: 436450 / 234837 | Success: 229647 | Failed: 206803 (185.9%)
Progress: 436500 / 234837 | Success: 229647 | Failed: 206853 (185.9%)
Progress: 436550 / 234837 | Success: 229647 | Failed: 206903 (185.9%)
Progress: 436600 / 234837 | Success: 229647 | Failed: 206953 (185.9%)
Progress: 436650 / 234837 | Success: 229647 | Failed: 207003 (185.9%)
Progress: 436700 / 234837 | Success: 229647 | Failed: 207053 (186.0%)
Progress: 436750 / 234837 | Success: 229647 | Failed: 207103 (186.0%)
Progress: 436800 / 234837 | Success: 229647 | Failed: 207153 (186.0%)
Progress: 436850 / 234837 | Success: 229647 | Failed: 207203 (186.0%)
Progress: 436900 / 234837 | Success: 229647 | Failed: 207253 (186.0%)
Progress: 436950 / 234837 | Success: 229647 | Failed: 207303 (186.1%)
Progress: 437000 / 234837 | Success: 229647 | Failed: 207353 (186.1%)
Progress: 437050 / 234837 | Success: 229647 | Failed: 207403 (186.1%)
Progress: 437100 / 234837 | Success: 229647 | Failed: 207453 (186.1%)
Progress: 437150 / 234837 | Success: 229647 | Failed: 207503 (186.2%)
Progress: 437200 / 234837 | Success: 229647 | Failed: 207553 (186.2%)
Progress: 437250 / 234837 | Success: 229647 | Failed: 207603 (186.2%)
Progress: 437300 / 234837 | Success: 229647 | Failed: 207653 (186.2%)
Progress: 437350 / 234837 | Success: 229647 | Failed: 207703 (186.2%)
Progress: 437400 / 234837 | Success: 229647 | Failed: 207753 (186.3%)
Progress: 437450 / 234837 | Success: 229647 | Failed: 207803 (186.3%)
Progress: 437500 / 234837 | Success: 229647 | Failed: 207853 (186.3%)
Progress: 437550 / 234837 | Success: 229647 | Failed: 207903 (186.3%)
Progress: 437600 / 234837 | Success: 229647 | Failed: 207953 (186.3%)
Progress: 437650 / 234837 | Success: 229647 | Failed: 208003 (186.4%)
Progress: 437700 / 234837 | Success: 229647 | Failed: 208053 (186.4%)
Progress: 437750 / 234837 | Success: 229647 | Failed: 208103 (186.4%)
Progress: 437800 / 234837 | Success: 229647 | Failed: 208153 (186.4%)
Progress: 437850 / 234837 | Success: 229647 | Failed: 208203 (186.4%)
Progress: 437900 / 234837 | Success: 229647 | Failed: 208253 (186.5%)
Progress: 437950 / 234837 | Success: 229647 | Failed: 208303 (186.5%)
Progress: 438000 / 234837 | Success: 229647 | Failed: 208353 (186.5%)
Progress: 438050 / 234837 | Success: 229647 | Failed: 208403 (186.5%)
Progress: 438100 / 234837 | Success: 229647 | Failed: 208453 (186.6%)
Progress: 438150 / 234837 | Success: 229647 | Failed: 208503 (186.6%)
Progress: 438200 / 234837 | Success: 229647 | Failed: 208553 (186.6%)
Progress: 438250 / 234837 | Success: 229647 | Failed: 208603 (186.6%)
Progress: 438300 / 234837 | Success: 229647 | Failed: 208653 (186.6%)
Progress: 438350 / 234837 | Success: 229647 | Failed: 208703 (186.7%)
Progress: 438400 / 234837 | Success: 229647 | Failed: 208753 (186.7%)
Progress: 438450 / 234837 | Success: 229647 | Failed: 208803 (186.7%)
Progress: 438500 / 234837 | Success: 229647 | Failed: 208853 (186.7%)
Progress: 438550 / 234837 | Success: 229647 | Failed: 208903 (186.7%)
Progress: 438600 / 234837 | Success: 229647 | Failed: 208953 (186.8%)
Progress: 438650 / 234837 | Success: 229647 | Failed: 209003 (186.8%)
Progress: 438700 / 234837 | Success: 229647 | Failed: 209053 (186.8%)
Progress: 438750 / 234837 | Success: 229647 | Failed: 209103 (186.8%)
Progress: 438800 / 234837 | Success: 229647 | Failed: 209153 (186.9%)
Progress: 438850 / 234837 | Success: 229647 | Failed: 209203 (186.9%)
Progress: 438900 / 234837 | Success: 229647 | Failed: 209253 (186.9%)
Progress: 438950 / 234837 | Success: 229647 | Failed: 209303 (186.9%)
Progress: 439000 / 234837 | Success: 229647 | Failed: 209353 (186.9%)
Progress: 439050 / 234837 | Success: 229647 | Failed: 209403 (187.0%)
Progress: 439100 / 234837 | Success: 229647 | Failed: 209453 (187.0%)
Progress: 439150 / 234837 | Success: 229647 | Failed: 209503 (187.0%)
Progress: 439200 / 234837 | Success: 229647 | Failed: 209553 (187.0%)
Progress: 439250 / 234837 | Success: 229647 | Failed: 209603 (187.0%)
Progress: 439300 / 234837 | Success: 229647 | Failed: 209653 (187.1%)
Progress: 439350 / 234837 | Success: 229647 | Failed: 209703 (187.1%)
Progress: 439400 / 234837 | Success: 229647 | Failed: 209753 (187.1%)
Progress: 439450 / 234837 | Success: 229647 | Failed: 209803 (187.1%)
Progress: 439500 / 234837 | Success: 229647 | Failed: 209853 (187.2%)
Progress: 439550 / 234837 | Success: 229647 | Failed: 209903 (187.2%)
Progress: 439600 / 234837 | Success: 229647 | Failed: 209953 (187.2%)
Progress: 439650 / 234837 | Success: 229647 | Failed: 210003 (187.2%)
Progress: 439700 / 234837 | Success: 229647 | Failed: 210053 (187.2%)
Progress: 439750 / 234837 | Success: 229647 | Failed: 210103 (187.3%)
Progress: 439800 / 234837 | Success: 229647 | Failed: 210153 (187.3%)
Progress: 439850 / 234837 | Success: 229647 | Failed: 210203 (187.3%)
Progress: 439900 / 234837 | Success: 229647 | Failed: 210253 (187.3%)
Progress: 439950 / 234837 | Success: 229647 | Failed: 210303 (187.3%)
Progress: 440000 / 234837 | Success: 229647 | Failed: 210353 (187.4%)
Progress: 440050 / 234837 | Success: 229647 | Failed: 210403 (187.4%)
Progress: 440100 / 234837 | Success: 229647 | Failed: 210453 (187.4%)
Progress: 440150 / 234837 | Success: 229647 | Failed: 210503 (187.4%)
Progress: 440200 / 234837 | Success: 229647 | Failed: 210553 (187.4%)
Progress: 440250 / 234837 | Success: 229647 | Failed: 210603 (187.5%)
Progress: 440300 / 234837 | Success: 229647 | Failed: 210653 (187.5%)
Progress: 440350 / 234837 | Success: 229647 | Failed: 210703 (187.5%)
Progress: 440400 / 234837 | Success: 229647 | Failed: 210753 (187.5%)
Progress: 440450 / 234837 | Success: 229647 | Failed: 210803 (187.6%)
Progress: 440500 / 234837 | Success: 229647 | Failed: 210853 (187.6%)
Progress: 440550 / 234837 | Success: 229647 | Failed: 210903 (187.6%)
Progress: 440600 / 234837 | Success: 229647 | Failed: 210953 (187.6%)
Progress: 440650 / 234837 | Success: 229647 | Failed: 211003 (187.6%)
Progress: 440700 / 234837 | Success: 229647 | Failed: 211053 (187.7%)
Progress: 440750 / 234837 | Success: 229647 | Failed: 211103 (187.7%)
Progress: 440800 / 234837 | Success: 229647 | Failed: 211153 (187.7%)
Progress: 440850 / 234837 | Success: 229647 | Failed: 211203 (187.7%)
Progress: 440900 / 234837 | Success: 229647 | Failed: 211253 (187.7%)
Progress: 440950 / 234837 | Success: 229647 | Failed: 211303 (187.8%)
Progress: 441000 / 234837 | Success: 229647 | Failed: 211353 (187.8%)
Progress: 441050 / 234837 | Success: 229647 | Failed: 211403 (187.8%)
Progress: 441100 / 234837 | Success: 229647 | Failed: 211453 (187.8%)
Progress: 441150 / 234837 | Success: 229647 | Failed: 211503 (187.9%)
Progress: 441200 / 234837 | Success: 229647 | Failed: 211553 (187.9%)
Progress: 441250 / 234837 | Success: 229647 | Failed: 211603 (187.9%)
Progress: 441300 / 234837 | Success: 229647 | Failed: 211653 (187.9%)
Progress: 441350 / 234837 | Success: 229647 | Failed: 211703 (187.9%)
Progress: 441400 / 234837 | Success: 229647 | Failed: 211753 (188.0%)
Progress: 441450 / 234837 | Success: 229647 | Failed: 211803 (188.0%)
Progress: 441500 / 234837 | Success: 229647 | Failed: 211853 (188.0%)
Progress: 441550 / 234837 | Success: 229647 | Failed: 211903 (188.0%)
Progress: 441600 / 234837 | Success: 229647 | Failed: 211953 (188.0%)
Progress: 441650 / 234837 | Success: 229647 | Failed: 212003 (188.1%)
Progress: 441700 / 234837 | Success: 229647 | Failed: 212053 (188.1%)
Progress: 441750 / 234837 | Success: 229647 | Failed: 212103 (188.1%)
Progress: 441800 / 234837 | Success: 229647 | Failed: 212153 (188.1%)
Progress: 441850 / 234837 | Success: 229647 | Failed: 212203 (188.2%)
Progress: 441900 / 234837 | Success: 229647 | Failed: 212253 (188.2%)
Progress: 441950 / 234837 | Success: 229647 | Failed: 212303 (188.2%)
Progress: 442000 / 234837 | Success: 229647 | Failed: 212353 (188.2%)
Progress: 442050 / 234837 | Success: 229647 | Failed: 212403 (188.2%)
Progress: 442100 / 234837 | Success: 229647 | Failed: 212453 (188.3%)
Progress: 442150 / 234837 | Success: 229647 | Failed: 212503 (188.3%)
Progress: 442200 / 234837 | Success: 229647 | Failed: 212553 (188.3%)
Progress: 442250 / 234837 | Success: 229647 | Failed: 212603 (188.3%)
Progress: 442300 / 234837 | Success: 229647 | Failed: 212653 (188.3%)
Progress: 442350 / 234837 | Success: 229647 | Failed: 212703 (188.4%)
Progress: 442400 / 234837 | Success: 229647 | Failed: 212753 (188.4%)
Progress: 442450 / 234837 | Success: 229647 | Failed: 212803 (188.4%)
Progress: 442500 / 234837 | Success: 229647 | Failed: 212853 (188.4%)
Progress: 442550 / 234837 | Success: 229647 | Failed: 212903 (188.4%)
Progress: 442600 / 234837 | Success: 229647 | Failed: 212953 (188.5%)
Progress: 442650 / 234837 | Success: 229647 | Failed: 213003 (188.5%)
Progress: 442700 / 234837 | Success: 229647 | Failed: 213053 (188.5%)
Progress: 442750 / 234837 | Success: 229647 | Failed: 213103 (188.5%)
Progress: 442800 / 234837 | Success: 229647 | Failed: 213153 (188.6%)
Progress: 442850 / 234837 | Success: 229647 | Failed: 213203 (188.6%)
Progress: 442900 / 234837 | Success: 229647 | Failed: 213253 (188.6%)
Progress: 442950 / 234837 | Success: 229647 | Failed: 213303 (188.6%)
Progress: 443000 / 234837 | Success: 229647 | Failed: 213353 (188.6%)
Progress: 443050 / 234837 | Success: 229647 | Failed: 213403 (188.7%)
Progress: 443100 / 234837 | Success: 229647 | Failed: 213453 (188.7%)
Progress: 443150 / 234837 | Success: 229647 | Failed: 213503 (188.7%)
Progress: 443200 / 234837 | Success: 229647 | Failed: 213553 (188.7%)
Progress: 443250 / 234837 | Success: 229647 | Failed: 213603 (188.7%)
Progress: 443300 / 234837 | Success: 229647 | Failed: 213653 (188.8%)
Progress: 443350 / 234837 | Success: 229647 | Failed: 213703 (188.8%)
Progress: 443400 / 234837 | Success: 229647 | Failed: 213753 (188.8%)
Progress: 443450 / 234837 | Success: 229647 | Failed: 213803 (188.8%)
Progress: 443500 / 234837 | Success: 229647 | Failed: 213853 (188.9%)
Progress: 443550 / 234837 | Success: 229647 | Failed: 213903 (188.9%)
Progress: 443600 / 234837 | Success: 229647 | Failed: 213953 (188.9%)
Progress: 443650 / 234837 | Success: 229647 | Failed: 214003 (188.9%)
Progress: 443700 / 234837 | Success: 229647 | Failed: 214053 (188.9%)
Progress: 443750 / 234837 | Success: 229647 | Failed: 214103 (189.0%)
Progress: 443800 / 234837 | Success: 229647 | Failed: 214153 (189.0%)
Progress: 443850 / 234837 | Success: 229647 | Failed: 214203 (189.0%)
Progress: 443900 / 234837 | Success: 229647 | Failed: 214253 (189.0%)
Progress: 443950 / 234837 | Success: 229647 | Failed: 214303 (189.0%)
Progress: 444000 / 234837 | Success: 229647 | Failed: 214353 (189.1%)
Progress: 444050 / 234837 | Success: 229647 | Failed: 214403 (189.1%)
Progress: 444100 / 234837 | Success: 229647 | Failed: 214453 (189.1%)
Progress: 444150 / 234837 | Success: 229647 | Failed: 214503 (189.1%)
Progress: 444200 / 234837 | Success: 229647 | Failed: 214553 (189.2%)
Progress: 444250 / 234837 | Success: 229647 | Failed: 214603 (189.2%)
Progress: 444300 / 234837 | Success: 229647 | Failed: 214653 (189.2%)
Progress: 444350 / 234837 | Success: 229647 | Failed: 214703 (189.2%)
Progress: 444400 / 234837 | Success: 229647 | Failed: 214753 (189.2%)
Progress: 444450 / 234837 | Success: 229647 | Failed: 214803 (189.3%)
Progress: 444500 / 234837 | Success: 229647 | Failed: 214853 (189.3%)
Progress: 444550 / 234837 | Success: 229647 | Failed: 214903 (189.3%)
Progress: 444600 / 234837 | Success: 229647 | Failed: 214953 (189.3%)
Progress: 444650 / 234837 | Success: 229647 | Failed: 215003 (189.3%)
Progress: 444700 / 234837 | Success: 229647 | Failed: 215053 (189.4%)
Progress: 444750 / 234837 | Success: 229647 | Failed: 215103 (189.4%)
Progress: 444800 / 234837 | Success: 229647 | Failed: 215153 (189.4%)
Progress: 444850 / 234837 | Success: 229647 | Failed: 215203 (189.4%)
Progress: 444900 / 234837 | Success: 229647 | Failed: 215253 (189.5%)
Progress: 444950 / 234837 | Success: 229647 | Failed: 215303 (189.5%)
Progress: 445000 / 234837 | Success: 229647 | Failed: 215353 (189.5%)
